flickr_id,download_id,file_name,MOS,ti,si,colorfulness,contrast,blur,vniqe,std,var,height,width
6275674780,960205,6275674780_cut_centercrop_960x540_8s.mp4,1.82,10.80074956,16.24256325,23.33203034,15.17428938,0.690090543,16.39424656,0.68381284,0.4676,540,960
6323632937,962018,6323632937_original_centercrop_960x540_8s.mp4,1.82,3.300480882,11.50401592,10.22036331,11.11549879,0.795786074,12.65109993,0.766550716,0.5876,540,960
9058636581,1027173,9058636581_cut_centercrop_960x540_8s.mp4,1.82,10.83717959,56.07971191,27.45070869,40.46610953,0.192066628,20.81880722,0.622575297,0.3876,540,960
10694139655,873964,10694139655_original_centercrop_960x540_8s.mp4,1.82,18.67891897,10.22562218,62.48537631,19.020272,0.514258943,15.35151541,0.792212093,0.6276,540,960
4321531777,903422,4321531777_original_centercrop_960x540_8s.mp4,1.82,33.22914004,127.4965973,24.84019641,87.61371064,0.176526451,8.323623249,0.622575297,0.3876,540,960
4905336825,915527,4905336825_cut_centercrop_960x540_8s.mp4,1.8281,13.53050064,117.5059738,29.25887355,68.62366748,0.130836284,20.4695697,0.708314185,0.501708984,540,960
5043852749,919637,5043852749_original_centercrop_960x540_8s.mp4,1.84,12.71157,49.64984512,32.70395018,47.43493056,0.071186436,9.831390376,0.674091982,0.4544,540,960
8625682550,1018883,8625682550_cut_centercrop_960x540_8s.mp4,1.84,23.10449269,90.30530548,72.31119347,71.92182996,0.77088732,12.60077195,0.783836718,0.6144,540,960
5150451769,922638,5150451769_original_centercrop_960x540_8s.mp4,1.84,9.771954716,13.38321304,13.28630143,16.08458811,0.297372266,15.97618334,0.674091982,0.4544,540,960
5048882871,919822,5048882871_cut_centercrop_960x540_8s.mp4,1.84,25.75812527,88.53625488,109.7379527,43.304806,0.328383613,14.69020005,0.674091982,0.4544,540,960
4879585643,914930,4879585643_cut_centercrop_960x540_8s.mp4,1.84,29.2612656,91.48969269,98.0648997,60.93981936,0.190411071,11.90669105,0.703135833,0.4944,540,960
6268902756,959937,6268902756_original_centercrop_960x540_8s.mp4,1.8431,27.12678703,86.2967453,51.69737752,63.68145902,0.219841456,18.64357974,0.713251297,0.508727413,540,960
5935222726,947382,5935222726_cut_centercrop_960x540_8s.mp4,1.86,5.736601494,35.949543,86.84743428,42.03467646,0.595535008,12.73864143,0.916733331,0.8404,540,960
5962679589,948679,5962679589_cut_centercrop_960x540_8s.mp4,1.86,10.79343898,157.1658936,14.4106907,82.68522031,0.231580055,9.73224518,0.600333241,0.3604,540,960
3770747002,894922,3770747002_original_centercrop_960x540_8s.mp4,1.86,7.883068761,20.05824852,25.7664317,14.51540356,0.301490745,14.21530776,0.663626401,0.4404,540,960
7848940332,994836,7848940332_original_centercrop_960x540_8s.mp4,1.86,14.61935026,61.48484039,112.4721782,50.54799522,0.310663222,14.60723422,0.693108938,0.4804,540,960
11095294653,876305,11095294653_cut_centercrop_960x540_8s.mp4,1.86,20.12217844,58.39363098,59.6772416,45.24418503,0.170763248,11.35943805,0.663626401,0.4404,540,960
6783810490,970802,6783810490_cut_centercrop_960x540_8s.mp4,1.88,5.732192487,40.02557755,13.14259198,37.8588183,0.356930974,18.8694101,0.738647413,0.5456,540,960
10417424703,872317,10417424703_original_centercrop_960x540_8s.mp4,1.88,5.786118643,59.70103455,10.72841315,57.22970181,0.265794637,7.06312756,0.682348884,0.4656,540,960
7983363078,997637,7983363078_original_centercrop_960x540_8s.mp4,1.9,29.77701354,130.4530945,80.54256064,71.1220854,0.78391677,11.07319157,0.640312424,0.41,540,960
6661657005,968691,6661657005_original_centercrop_960x540_8s.mp4,1.9,31.10494153,48.67569351,73.32543574,51.78470211,0.213020984,11.26276393,0.754983444,0.57,540,960
8017059368,998651,8017059368_cut_centercrop_960x540_8s.mp4,1.9072,18.00545159,129.5054169,9.68070695,66.91336059,0.718626023,14.25338279,0.746179597,0.556783991,540,960
7495449440,987750,7495449440_original_centercrop_960x540_8s.mp4,1.92,21.00331628,24.53406906,57.19897314,32.95947791,0.282413573,12.57104014,0.79598995,0.6336,540,960
5504464599,933346,5504464599_cut_centercrop_960x540_8s.mp4,1.94,9.574490389,13.72256184,53.88413168,10.27361706,0.822081294,15.76551951,0.67557383,0.4564,540,960
6131895268,955208,6131895268_cut_centercrop_960x540_8s.mp4,1.94,6.250263954,28.4749012,13.89756675,17.16140516,0.569584229,20.18187316,0.834505842,0.6964,540,960
9814654176,1041032,9814654176_original_centercrop_960x540_8s.mp4,1.94,5.900790052,32.39154434,45.65958971,16.09376478,0.478621589,9.106456586,0.732393337,0.5364,540,960
11688667226,879595,11688667226_cut_centercrop_960x540_8s.mp4,1.94,12.04317987,67.60960388,116.3630561,66.39113495,0.161611338,9.518103157,0.67557383,0.4564,540,960
4933934170,916227,4933934170_cut_centercrop_960x540_8s.mp4,1.96,12.90908849,83.25531006,104.5927598,45.95047155,0.180436108,12.11770551,0.662117814,0.4384,540,960
4677538291,910127,4677538291_cut_centercrop_960x540_8s.mp4,1.96,4.832948104,34.36978531,50.98836063,26.61135703,0.130010417,16.55623879,0.662117814,0.4384,540,960
6299595444,961001,6299595444_original_centercrop_960x540_8s.mp4,1.96,33.38700087,81.65493011,44.2695377,49.54948801,0.18579905,9.859279464,0.747261668,0.5584,540,960
4991520511,918024,4991520511_cut_centercrop_960x540_8s.mp4,1.98,18.9764396,88.6258316,61.88157413,71.99011967,0.088047738,9.692002195,0.67793805,0.4596,540,960
4823416929,913512,4823416929_cut_centercrop_960x540_8s.mp4,1.98,14.66901207,57.41234589,53.26107097,81.58388314,0.054966127,9.686222584,0.64776539,0.4196,540,960
9047671138,1026955,9047671138_original_centercrop_960x540_8s.mp4,1.98,19.78578088,66.73383331,13.46290123,40.31091892,0.178015018,16.35840649,0.706823882,0.4996,540,960
8257892715,1006957,8257892715_original_centercrop_960x540_8s.mp4,1.98,9.905907378,112.660675,21.66502633,73.11674735,0.334890777,13.48844337,0.761314652,0.5796,540,960
7087189849,980037,7087189849_cut_centercrop_960x540_8s.mp4,1.98,19.51259932,62.34107208,52.24990945,50.06634458,0.424656737,12.14843823,0.616116872,0.3796,540,960
8339870239,1009685,8339870239_original_centercrop_960x540_8s.mp4,1.9921,19.7805022,145.2933502,62.75788184,71.3545492,0.317090022,8.123649508,0.781695672,0.611048123,540,960
6008700446,950330,6008700446_original_centercrop_960x540_8s.mp4,2,13.17011419,43.24992752,66.77047651,20.7474244,0.22307735,9.981484744,0.721110255,0.52,540,960
8592011515,1017695,8592011515_original_centercrop_960x540_8s.mp4,2,9.69432134,57.43488312,7.790268951,78.45695342,0.459056231,17.48444474,0.824621125,0.68,540,960
4907486229,915580,4907486229_cut_centercrop_960x540_8s.mp4,2,9.531932961,78.05534363,8.865230687,86.11122468,0.115726964,10.59776123,0.748331477,0.56,540,960
6749780445,970017,6749780445_cut_centercrop_960x540_8s.mp4,2.02,11.29731406,14.33845329,12.19911581,25.12951783,0.640980952,14.72357115,0.787146746,0.6196,540,960
7545358086,988720,7545358086_original_centercrop_960x540_8s.mp4,2.02,7.920823603,17.3475666,55.5327939,15.23165879,0.703330325,12.3231234,0.67793805,0.4596,540,960
8527434285,1015216,8527434285_original_centercrop_960x540_8s.mp4,2.02,6.068118441,19.07382393,54.49589653,51.68536996,0.49890017,15.47049767,0.706823882,0.4996,540,960
8110008288,1001568,8110008288_original_centercrop_960x540_8s.mp4,2.02,11.757674,25.62551498,42.5624282,15.1249245,0.469522048,16.03080951,0.734574707,0.5396,540,960
8663100289,1020298,8663100289_cut_centercrop_960x540_8s.mp4,2.0349,6.603551894,71.51280212,76.7411584,22.41533199,0.673507429,18.39516575,0.784259011,0.615062196,540,960
6120978816,954663,6120978816_original_centercrop_960x540_8s.mp4,2.04,14.00084354,13.09356117,32.66708109,17.49134324,0.665889504,13.83026553,0.773563184,0.5984,540,960
5460445525,931898,5460445525_cut_centercrop_960x540_8s.mp4,2.04,5.474157703,30.5588131,42.02395948,20.9897708,0.65292872,8.738034667,0.747261668,0.5584,540,960
8582023917,1017189,8582023917_original_centercrop_960x540_8s.mp4,2.04,13.93598496,46.80870056,105.5663868,23.71732131,0.514897462,13.37284624,0.72,0.5184,540,960
5506184490,933464,5506184490_cut_centercrop_960x540_8s.mp4,2.04,16.11529071,14.99670887,29.96154327,21.67700067,0.477404562,12.64196078,0.773563184,0.5984,540,960
5956265529,948402,5956265529_cut_centercrop_960x540_8s.mp4,2.04,22.75261642,56.26211166,7.827958599,41.16621733,0.245907616,13.73521765,0.893532316,0.7984,540,960
4639129836,909273,4639129836_original_centercrop_960x540_8s.mp4,2.06,13.51760254,43.08178711,41.1540414,41.34171691,0.320248257,9.861364021,0.645290632,0.4164,540,960
9427595515,1034291,9427595515_original_centercrop_960x540_8s.mp4,2.06,13.34604102,8.804253578,46.76544363,15.07940694,0.485105191,10.96779943,0.90354856,0.8164,540,960
4959664675,916981,4959664675_cut_centercrop_960x540_8s.mp4,2.06,11.87270616,20.23786926,44.6936568,28.07377332,0.240684653,14.46397532,0.704556598,0.4964,540,960
7171297739,981718,7171297739_cut_centercrop_960x540_8s.mp4,2.06,8.902348482,23.00110626,106.0884086,23.15090749,0.619264099,11.44885316,0.834505842,0.6964,540,960
10716218856,874077,10716218856_cut_centercrop_960x540_8s.mp4,2.06,16.44261016,25.36575699,44.47963014,30.18113393,0.274544242,13.46526926,0.759210116,0.5764,540,960
7123683275,980630,7123683275_cut_centercrop_960x540_8s.mp4,2.06,6.806640852,52.19440842,56.48709077,18.79659149,0.677837484,7.530688534,0.785111457,0.6164,540,960
8195899669,1004578,8195899669_original_centercrop_960x540_8s.mp4,2.06,34.24363768,47.29353714,87.64958126,36.9482592,0.116136224,9.106989093,0.881135631,0.7764,540,960
6212970517,957927,6212970517_original_centercrop_960x540_8s.mp4,2.06,16.56273566,81.95897675,7.185920976,92.68515024,0.302989361,10.44870632,0.834505842,0.6964,540,960
5733977738,940630,5733977738_cut_centercrop_960x540_8s.mp4,2.06,27.92229919,88.17292023,12.95765428,34.66908385,0.521021085,17.24763307,0.732393337,0.5364,540,960
4775312025,912384,4775312025_original_centercrop_960x540_8s.mp4,2.08,7.667544466,20.6438942,20.91122702,8.215437525,0.419139188,20.94422124,0.688186021,0.4736,540,960
3496871384,891482,3496871384_cut_centercrop_960x540_8s.mp4,2.08,22.31241173,35.64826965,31.99242278,27.89211037,0.139234613,10.25005191,0.688186021,0.4736,540,960
9765162404,1040541,9765162404_original_centercrop_960x540_8s.mp4,2.08,18.17492063,65.25473022,102.7257315,35.72714838,0.157074073,9.586702088,0.627375486,0.3936,540,960
5625415555,937353,5625415555_original_centercrop_960x540_8s.mp4,2.08,47.21277871,58.09471512,31.8840959,63.91076733,0.179719414,12.42585212,0.716658915,0.5136,540,960
7651248048,991214,7651248048_cut_centercrop_960x540_8s.mp4,2.08,25.7081917,155.3463745,108.251447,81.77019504,0.376429716,11.34511185,0.79598995,0.6336,540,960
9618443862,1038077,9618443862_cut_centercrop_960x540_8s.mp4,2.08,5.186334767,37.41537476,18.18392026,35.11768558,0.182654549,19.56724959,0.56,0.3136,540,960
8336226077,1009600,8336226077_original_centercrop_960x540_8s.mp4,2.08,49.66633585,168.1648102,14.02013404,63.61728609,0.469841397,7.065014155,0.658483105,0.4336,540,960
8372557828,1010438,8372557828_original_centercrop_960x540_8s.mp4,2.08,7.814018045,24.34311867,12.68771803,12.65223489,0.62272789,19.66550955,0.658483105,0.4336,540,960
8554748075,1016079,8554748075_original_centercrop_960x540_8s.mp4,2.0891,11.47063958,116.3558807,20.45251737,69.64221636,0.2676915,9.569351865,0.714342612,0.510285368,540,960
9000209228,1026250,9000209228_original_centercrop_960x540_8s.mp4,2.1,20.16659337,53.09082031,75.37201588,53.27155784,0.096844353,8.356573797,0.781024968,0.61,540,960
8477990214,1013579,8477990214_cut_centercrop_960x540_8s.mp4,2.1,14.81526742,66.08828735,8.345518899,18.61179366,0.539732005,20.78399201,0.877496439,0.77,540,960
9564154386,1037015,9564154386_original_centercrop_960x540_8s.mp4,2.1,14.68897142,27.02292061,5.327155253,62.72612878,0.316821533,11.96553243,0.806225775,0.65,540,960
10625504535,873394,10625504535_cut_centercrop_960x540_8s.mp4,2.1,18.45287096,97.86229706,122.0521987,75.22449828,0.232831357,15.62792215,0.754983444,0.57,540,960
8144762018,1003013,8144762018_original_centercrop_960x540_8s.mp4,2.1,36.33674777,47.38562775,79.45321341,43.70129908,0.279432056,10.62221707,0.7,0.49,540,960
7917797604,996005,7917797604_cut_centercrop_960x540_8s.mp4,2.1057,4.76647705,13.59103107,31.90445212,38.57482314,0.855936974,15.11789473,0.784379359,0.615250979,540,960
5134310379,922118,5134310379_cut_centercrop_960x540_8s.mp4,2.12,40.50213551,95.45045471,59.55227415,53.39982691,0.147887713,6.129960379,0.84,0.7056,540,960
8069024908,1000378,8069024908_cut_centercrop_960x540_8s.mp4,2.12,10.89391536,16.52377129,7.197302167,22.32718467,0.462072035,19.04363167,0.84,0.7056,540,960
9136867624,1028779,9136867624_cut_centercrop_960x540_8s.mp4,2.12,3.621552159,20.69983482,19.77348588,25.12365699,0.126991183,8.287964058,0.765245059,0.5856,540,960
6149591212,955902,6149591212_cut_centercrop_960x540_8s.mp4,2.14,9.976513871,37.21212006,28.7460122,24.31469161,0.460243452,10.31294118,0.748598691,0.5604,540,960
6346026937,962683,6346026937_original_centercrop_960x540_8s.mp4,2.14,10.58656777,25.99514389,11.48961751,16.16689379,0.458554874,11.0296203,0.721387552,0.5204,540,960
5078125268,920589,5078125268_original_centercrop_960x540_8s.mp4,2.14,40.96013864,107.4394226,37.73508342,56.00604011,0.064834819,11.17759859,0.748598691,0.5604,540,960
8587927758,1017520,8587927758_cut_centercrop_960x540_8s.mp4,2.14,19.76689655,123.6935883,44.18559023,95.32931677,0.326467974,11.00568664,0.663626401,0.4404,540,960
5115335471,921672,5115335471_original_centercrop_960x540_8s.mp4,2.16,37.68570746,65.64186096,43.17086973,76.79836747,0.271381922,14.66460587,0.808949937,0.6544,540,960
12461764004,883960,12461764004_original_centercrop_960x540_8s.mp4,2.16,49.99403613,98.85852051,10.3601535,62.12995461,0.149652476,6.852908065,0.783836718,0.6144,540,960
11907021903,880715,11907021903_cut_centercrop_960x540_8s.mp4,2.16,19.09217649,97.48226166,56.37059622,66.59160703,0.137311654,17.86743914,0.783836718,0.6144,540,960
4820762619,913462,4820762619_cut_centercrop_960x540_8s.mp4,2.16,12.65701325,45.83163834,57.47933455,51.18010443,0.135069282,17.07792064,0.808949937,0.6544,540,960
11061444876,876117,11061444876_original_centercrop_960x540_8s.mp4,2.16,28.59955363,48.36242294,42.5151905,29.23065005,0.164687036,8.070851637,0.703135833,0.4944,540,960
5819852885,943527,5819852885_cut_centercrop_960x540_8s.mp4,2.16,19.22824327,30.18019867,63.91997473,34.38400703,0.480493975,12.18251824,0.808949937,0.6544,540,960
8324243833,1009167,8324243833_original_centercrop_960x540_8s.mp4,2.16,3.516605075,19.11543465,6.146559947,8.455308079,0.763766836,16.95380197,0.808949937,0.6544,540,960
8685321568,1021035,8685321568_original_centercrop_960x540_8s.mp4,2.18,55.64479465,52.3678627,14.31007109,41.04184608,0.057215142,12.48565241,0.931450482,0.8676,540,960
10102107193,870186,10102107193_cut_centercrop_960x540_8s.mp4,2.18,7.844725737,67.44873047,20.50253015,79.29035034,0.354493817,18.51227634,0.909725233,0.8276,540,960
8278672659,1007597,8278672659_original_centercrop_960x540_8s.mp4,2.18,4.862537284,12.34700489,8.486293606,8.672248295,0.835645538,13.43712777,0.792212093,0.6276,540,960
7962972726,997119,7962972726_cut_centercrop_960x540_8s.mp4,2.18,9.613879692,41.1991539,29.37888675,73.96193007,0.312219571,15.79616692,0.766550716,0.5876,540,960
5044148124,919656,5044148124_original_centercrop_960x540_8s.mp4,2.18,30.46585897,135.2642822,18.70715859,64.52419567,0.236868645,14.85318926,0.712460525,0.5076,540,960
5460258278,931881,5460258278_cut_centercrop_960x540_8s.mp4,2.18,3.13253566,17.7882061,14.7848233,16.89210907,0.310149369,14.36457394,0.622575297,0.3876,540,960
4914377539,915758,4914377539_original_centercrop_960x540_8s.mp4,2.2,25.03050757,114.8764725,37.47245011,62.77720674,0.647894491,11.47016848,0.692820323,0.48,540,960
5031142078,919156,5031142078_cut_centercrop_960x540_8s.mp4,2.2,27.02871678,99.64241791,67.13674531,41.88542794,0.195090454,17.01065355,0.663324958,0.44,540,960
6370967061,963115,6370967061_original_centercrop_960x540_8s.mp4,2.2,18.9079235,114.0580063,46.29273435,66.21964386,0.357706286,11.04454917,0.871779789,0.76,540,960
4866613201,914585,4866613201_original_centercrop_960x540_8s.mp4,2.2,30.66523173,54.45946121,22.04429991,34.19337054,0.176433941,7.823626051,0.848528137,0.72,540,960
6173852301,956730,6173852301_original_centercrop_960x540_8s.mp4,2.2,15.34564623,28.39509201,68.97849125,38.49216825,0.449812817,12.53055705,0.692820323,0.48,540,960
8731159058,1022709,8731159058_original_centercrop_960x540_8s.mp4,2.2,23.24529206,83.52829742,24.88218008,71.95960111,0.154824011,9.097538226,0.871779789,0.76,540,960
10716551125,874079,10716551125_original_centercrop_960x540_8s.mp4,2.22,55.33160585,94.78053284,49.48251438,53.65837117,0.214049706,8.351819002,0.729109045,0.5316,540,960
9455400456,1034843,9455400456_cut_centercrop_960x540_8s.mp4,2.22,10.10208635,74.80742645,87.27345824,75.79293533,0.344473982,11.99051843,0.641560597,0.4116,540,960
6123040072,954811,6123040072_original_centercrop_960x540_8s.mp4,2.22,9.947493583,30.04001427,13.05982872,12.36777152,0.760332971,20.60038831,0.831624915,0.6916,540,960
8320880668,1009080,8320880668_cut_centercrop_960x540_8s.mp4,2.22,14.84513199,121.4129181,17.52860643,29.97269753,0.557888306,22.36794588,0.756042327,0.5716,540,960
5433352304,931086,5433352304_original_centercrop_960x540_8s.mp4,2.22,5.690547535,35.00482559,52.24543954,44.78811061,0.430524502,9.331962758,0.641560597,0.4116,540,960
8433382995,1012272,8433382995_cut_centercrop_960x540_8s.mp4,2.22,30.01614725,106.0192719,31.07641564,60.09360043,0.466532522,22.03529414,0.729109045,0.5316,540,960
9189459433,1029639,9189459433_original_centercrop_960x540_8s.mp4,2.22,28.38818788,83.59456635,27.89500629,64.21761335,0.194779186,8.509113881,0.756042327,0.5716,540,960
5553355582,934969,5553355582_cut_centercrop_960x540_8s.mp4,2.22,10.93357015,75.71657562,18.10760115,90.33436373,0.821360822,15.98557264,0.609590026,0.3716,540,960
5453773681,931647,5453773681_original_centercrop_960x540_8s.mp4,2.24,32.22265274,91.19809723,17.58758991,41.53767992,0.461955535,12.69352567,0.813879598,0.6624,540,960
5045897151,919744,5045897151_original_centercrop_960x540_8s.mp4,2.24,13.39089486,103.8683929,55.67703643,68.19639988,0.137760599,12.27329922,0.618384993,0.3824,540,960
7548305462,989033,7548305462_original_centercrop_960x540_8s.mp4,2.24,5.488213249,22.29665565,105.9530194,44.27902494,0.438955534,9.301240236,0.928654941,0.8624,540,960
6059351914,952420,6059351914_cut_centercrop_960x540_8s.mp4,2.24,9.348663275,74.54618835,17.26100874,66.22160331,0.457501823,15.17185663,0.708801806,0.5024,540,960
3374751086,890303,3374751086_cut_centercrop_960x540_8s.mp4,2.24,6.147766607,10.50013828,76.63218713,12.91416726,0.566073716,11.4211073,0.813879598,0.6624,540,960
5806274886,943083,5806274886_cut_centercrop_960x540_8s.mp4,2.24,20.94461738,67.41039276,85.55218097,40.0370937,0.347444866,13.80807982,0.649923072,0.4224,540,960
